"sedes sedis f."	"sēdēs sēdis f."	"seat"	"seat, chair; home, residence; settlement, habitation"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#sedes"	"422"
"tectum –i n."	"tēctum –ī n."	"roof"	"roof; building, house"	"1.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tectum"	"422"
"littera litterae f."	"littera litterae f."	"letter (of the alphabet)"	"letter (of the alphabet); in pl., letter, epistle"	"1.15"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#littera"	"424"
"vix"	"vix"	"scarcely"	"hardly, scarcely"	"1.2"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#vix"	"424"
"eo"	"eō"	"there, in that place; for that reason"	"there, in that place; for that reason, consequently"	"2.12"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#eō"	"424"
"iuvenis iuvenis m."	"iuvenis iuvenis m."	"youth"	"youth"	"2.5"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iuvenis"	"427"
"nego negare negavi negatus"	"negō negāre negāvī negātus"	"to deny, refuse"	"to deny, refuse; say ... Not"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#nego"	"427"
"cur"	"cūr"	"why"	"why"	"1.3"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#cūr"	"427"
"somnus somni m."	"somnus somnī m."	"sleep"	"sleep"	"1.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#somnus"	"427"
"iniuria iniuriae f."	"iniūria iniūriae f."	"injustice, wrong"	"injury; injustice, wrong, offense; insult, abuse; sexual assault"	"1.13"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iniuria"	"432"
"mora morae f."	"mōra mōrae f."	"delay"	"delay"	"1.8"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#mora"	"432"
"scelus sceleris n."	"scelus sceleris n."	"crime"	"wicked deed, crime, sin; villainy"	"1.1"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#scelus"	"434"
"rursus or rursum "	"rūrsus or rūrsum "	"back"	"turned back, backward; on the contrary/other hand, in return, in turn, again"	"1.4"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#rursus"	"434"
"iudicium iudici(i) n."	"iūdicium iūdici(ī) n."	"decision; trial"	"trial, legal action/process; court/tribunal; courts; administration of justice; judgment/sentence/verdict; judging; jurisdiction/authority; opinion/belief"	"1.13"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iudicium"	"434"
"lumen luminis n."	"lūmen luminis n."	"light"	"light; lamp, torch; eye (of a person); life; day, daylight; ad lumina: by torchlight"	"1.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#lumen"	"437"
"ostendo ostendere ostendi"	"ostendō ostendere ostendī"	"to show"	"to show; reveal; make clear, point out, display, exhibit"	"1.11"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ostendo"	"437"
"discedo discedere discessi discessum"	"discēdō discēdere discessī discessum"	"to go away, depart"	"to go away, depart"	"1.5"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#discedo"	"437"
"similis simile"	"similis simile"	"similar"	"similar (+ gen. or dat.)"	"1.12"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#similis"	"437"
"natus nati m. (or gnatus)"	"nātus nātī m. (or gnātus)"	"son"	"son"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#natus"	"437"
"usus usus m."	"ūsus ūsūs m."	"use"	"use, enjoyment; experience, skill, advantage; custom"	"1.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#usus"	"437"
"levis leve"	"levis leve"	"light, trivial"	"light; trivial; fickle"	"1.8"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#levis"	"443"
"appello appellare appellavi appellatus"	"appellō appellāre appellāvī appellātus"	"to call"	"to call (upon); address; dun; solicit; appeal (to); bring to court; accuse; name"	"2.11"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#appello"	"444"
"solvo solvere solvi solutus"	"solvō solvere solvī solūtus"	"to release, pay"	"to loosen; pay, free, release; dissolve"	"1.6"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#solvo"	"444"
"subito"	"subitō"	"suddenly"	"suddenly, unexpectedly; at once, at short notice, quickly; in no time at all"	"2.7"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#subitō"	"444"
"parum; minus; minime"	"parum; minus; minimē"	"too little"	"too/very little, not enough/so good, insufficient; less"	"2.3"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#parum;"	"444"
"imperator imperatoris m."	"imperātor imperātōris m."	"commander"	"commander, general"	"1.5"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#imperator"	"449"
"cedo cedere cessi cessum"	"cēdō cēdere cessī cessum"	"to yield"	"to go, move; yield; withdraw"	"1.13"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#cedo"	"449"
"sumo sumere sumpsi sumptus"	"sūmō sūmere sūmpsī sūmptus"	"to take up, consume"	"to take up; begin; seat, drink, consume; uppose, assume; select; purchase; exact (punishment); obtain"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sumo"	"449"
"traho trahere traxi tractus"	"trahō trahere trāxī tractus"	"to drag"	"to draw, drag, haul; derive, get"	"1.10"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#traho"	"449"
"disco discere didici"	"discō discere didicī"	"to learn"	"to learn; hear, get to know, become acquainted with; acquire knowledge/skill of/in"	"1.13"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#disco"	"449"
"eripio eripere eripui ereptus"	"ēripiō ēripere ēripuī ēreptus"	"to tear away, snatch away"	"to tear away, snatch away"	"1.8"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#eripio"	"449"
"postea"	"posteā"	"afterwards"	"afterwards"	"1.5"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#posteā"	"449"
"dulcis dulce"	"dulcis dulce"	"sweet"	"sweet, pleasant"	"1.2"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#dulcis"	"449"
"aperio aperire aperui apertus"	"aperiō aperīre aperuī apertus"	"to open"	"to uncover, open, disclose; explain, recount; reveal; found; excavate; spread out"	"2.4"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#aperio"	"449"
"moenia moenium n. pl."	"moenia moenium n. pl."	"walls"	"(city) walls"	"1.8"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#moenia"	"458"
"victor victoris m."	"victor victōris m."	"conqueror"	"conqueror; victor; [in apposition => victorious, conquering]"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#victor"	"458"
"victoria victoriae f."	"victōria victōriae f."	"victory"	"victory"	"1.15"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#victoria"	"458"
"flamma flammae f."	"flamma flammae f."	"flame"	"flame, blaze; ardor, fire of love; object of love"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#flamma"	"458"
"aura aurae f."	"aura aurae f."	"breeze"	"breeze, breath (of air), wind; gleam; odor, stench; vapor; air (pl.), heaven"	"1.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aura"	"462"
"spero sperare speravi speratus"	"spērō spērāre spērāvī spērātus"	"to hope"	"to hope (for)"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#spero"	"464"
"hora horae f."	"hōra hōrae f."	"hour"	"with the Romans, the twelfth part of the period from sunrise to sunset, an hour, in an indefinite sense, personif., Horae, arum, f., the Hours"	"1.14"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#hora"	"464"
"quasi"	"quasi"	"as if"	"as if, just as if, as though; as it were; about"	"1.3"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#quasi"	"464"
"tergum tergi n. and tergus –oris n."	"tergum tergī n. and tergus –oris n."	"the back of men or animals"	"the back of men or animals; the stern of a ship; skin, hide; gauntlet, hide; form, frame, body; carcass, body; length, long body; a layer, plate; pl., terga, orum, members, frame"	"2.3"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tergum"	"464"
"sedeo sedere sedi sessus"	"sedeō sedēre sēdī sessus"	"to sit"	"to sit, remain; settle; encamp"	"1.14"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sedeo"	"468"
"curo curare curavi curatus"	"cūrō cūrāre cūrāvī cūrātus"	"to care for"	"to arrange/see/attend to; take care of; provide for; worry/care about; heal/cure; undertake; procure; regard w/anxiety/interest; take trouble/interest; desire"	"1.2"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#curo"	"468"
"cupio cupere cupii/cupivi cupitus"	"cupiō cupere cupiī/cupīvī cupītus"	"to desire"	"to wish/long/be eager for; desire/want, covet; desire as a lover; favor, wish well"	"1.6"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#cupio"	"468"
"pār paris"	"pār paris"	"equal, like (+dat.)"	"equal (to); a match for; of equal size/rank/age; fit/suitable/right/proper; equal in power/prestige/importance/rank/status/office/authority; comparable; corresponding in degree, proportionate, commensurate (unlike qualities); measuring up"	"1.3"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#pār"	"468"
"lacrima lacrimae f."	"lacrima lacrimae f."	"tear"	"tear; exuded gum/sap; bit of lead; quicksilver from ore; weeping (pl.); dirge"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#lacrima"	"472"
"pereo perire perii peritus"	"pereō perīre periī peritūs"	"to perish"	"to perish, die; pass away, be destroyed, be ruined; go to waste"	"1.8"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pereo"	"472"
"vestis vestis f."	"vestis vestis f."	"clothing"	"garment, clothing, blanket; clothes; robe"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#vestis"	"474"
"brevis breve"	"brevis breve"	"short, brief"	"short, of space; shallow of time, brief; subst. pl., brevia –ium, n., shoals"	"1.8"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#brevis"	"474"
"iaceo iacere iacui"	"iaceō iacēre iacuī"	"to lie"	"to lie; lie down; lie ill/in ruins/prostrate/dead; sleep; be situated"	"1.14"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#iaceo"	"476"
"oro orare oravi oratus"	"orō orāre orāvī orātus"	"to pray"	"to pray (for), beg (for)"	"2.5"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#oro"	"476"
"forma formae f."	"fōrma fōrmae f."	"shape; beauty"	"form, figure, appearance; beauty; mold, pattern"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#forma"	"476"
"nosco noscere novi notus"	"nōscō nōscere nōvī nōtus"	"to learn, know"	"to come to know, learn, recognize; (in perfect) know; become familiar with; examine, study, inspect; try (case); accept as true; recall"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#nosco"	"476"
"interea"	"intereā"	"meanwhile"	"meanwhile"	"2.2"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#intereā"	"476"
"longe"	"longē"	"far"	"a long way, far; by far"	"1.13"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#longē"	"476"
"donum doni n."	"dōnum dōnī n."	"gift"	"gift"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#donum"	"476"
"affero afferre attuli allatus"	"afferō afferre attulī allātus"	"to bring to"	"to bring to (word/food), carry, convey; report, allege, announce; produce, cause"	"1.13"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#affero"	"476"
"soror sororis f."	"soror sorōris f."	"sister"	"sister"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#soror"	"484"
"caedes caedis f."	"caedēs caedis f."	"killing"	"murder, slaughter, massacre; assassination; feuding; slain, victims; blood, gore"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#caedes"	"484"
"adversus –a –um"	"adversus –a –um"	"opposed; opposite; towards"	"towards, opposite, directly facing; opposed, adverse, hostile, unfavorable, in opposition"	"1.15"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#adversus"	"484"
"quisquis quidquid or quicquid"	"quisquis quidquid or quicquid"	"whoever, whichever"	"whoever; every one who; whoever it be; everyone; each"	"1.13"	"1"	"Pronoun"	"Logeion"	"http://logeion.uchicago.edu/index.html#quisquis"	"484"
"arbitror arbitrari arbitratus sum"	"arbitror arbitrārī arbitrātus sum"	"to judge, consider, think"	"to judge, consider, think"	"1.11"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#arbitror"	"489"
"tristis tristis triste"	"trīstis trīstis trīste"	"sad"	"sad, sorrowful; gloomy"	"1.8"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#tristis"	"489"
"undique"	"undique"	"from all sides"	"from every side/direction/place/part/source; on all/both sides/surfaces; everywhere; completely; allover; from every point of view, in all respects"	"1.12"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#undique"	"492"
"aureus –a –um"	"aureus –a –um"	"golden"	"of gold, golden; gilded; gold bearing; gleaming like gold; beautiful, splendid"	"1.6"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#aureus"	"492"
"anima animae f."	"anima animae f."	"breath, spirit"	"a breeze or breath of air; the air; wind or blast of the bellows; breath (of life); soul"	"1.5"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#anima"	"494"
"committo committere commisi commissus"	"committō committere commīsī commīssus"	"to join, entrust"	"to bring together, unite, join, connect, attach; put together, construct; entrust; engage (battle), set against; begin,  start; bring about; commit; incur; forfeit"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#committo"	"494"
"dimitto dimittere dimisi dimissus"	"dīmittō dīmittere dīmīsī dimīssus"	"to send away"	"to send away/off; allow to go, let go/off; disband, discharge, dismiss (soldiers); dissolve (assembly); part with; put away; divorce; pay off, settle (debt); release, set free; allow to escape/slip away; shake off/scatter/shed; discontinue, renoun"	"1.12"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#dimitto"	"494"
"sacer sacra sacrum"	"sacer sacra sacrum"	"holy"	"sacred, holy, consecrated; accursed, horrible, detestable"	"1.11"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#sacer"	"494"
"carus –a –um"	"cārus –a –um"	"precious"	"precious; dear (to) (+ dat.)"	"1.3"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#carus"	"494"
"auctoritas auctoritatis f."	"auctōritās auctōritātis f."	"authority"	"authority; influence, clout"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#auctoritas"	"499"
"tempestas tempestatis f."	"tempestās tempestātis f."	"season"	"season, time, weather; storm"	"1.13"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#tempestas"	"499"
"crimen criminis n."	"crīmen crīminis n."	"verdict, accusation"	"indictment/charge/accusation; blame/reproach/slander; verdict/judgment; sin/guilt; crime/offense/fault; cause of a crime, criminal; adultery"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#crimen"	"499"
"numen numinis n."	"nūmen nūminis n."	"divine will"	"divine power/will, divinity, divine spirit, numen"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#numen"	"499"
"miror mirari miratus sum"	"mīror mīrārī mīrātus sum"	"to wonder, be astonished"	"to wonder at, be astonished"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#miror"	"499"
"procul"	"procul"	"at a distance"	"away; at distance, far off"	"2.6"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#procul"	"499"
"infero inferre intuli inlatus"	"īnferō īnferre intulī inlātus"	"to bring upon/against"	"to bring/carry in, import; advance, bring/march/step/move foward; impel, urge; inflict/cause/inflict/impose/inspire (w/DAT); [bellum inferre => make war on]; put/throw/thrust in/on, insert; bury/inter; pay; charge as expense; append"	"1.13"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#infero"	"499"
"impetus impetus m."	"impetus impetūs m."	"attack"	"attack, assault, charge; attempt; impetus, vigor; violent mental urge, fury"	"1.12"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#impetus"	"499"
"accido accidere accidi –––"	"accidō accidere accidī –––"	"to fall; happen"	"to fall, befall, happen"	"1.15"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#accido"	"507"
"et"	"et"	"even, also"	"even, also"	"1.7"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#et"	"507"
"amplus –a –um"	"amplus –a –um"	"spacious, large, ample, generous"	"great, large, spacious, wide, ample; distinguished, important, honorable, generous"	"1.5"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#amplus"	"507"
"orior oriri ortus sum"	"orior orīrī ortus sum"	"to rise, be born"	"to rise, arise; be born"	"1.14"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#orior"	"507"
"decem; decimus –a –um"	"decem; decimus –a –um"	"10; 10th"	"10; 10th"	"2.3"	"1"	"Number"	"Logeion"	"http://logeion.uchicago.edu/index.html#decem;"	"507"
"defero deferre detuli delatus"	"dēferō dēferre dētulī dēlātus"	"to carry away; report, confer"	"to carry/bring/sink/fall down/off; convey/deliver/transfer; reduce/slope (down to)flow/carry/run down (to sea); pay/remit; deposit/record/register; bear/produce;bring/lodge information (about), report; indict, accuse, denounce; defer (to);offer"	"1.15"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#defero"	"513"
"aequor aequoris n."	"aequor aequoris n."	"level surface; sea; plain"	"level surface; sea; plain"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#aequor"	"515"
"sidus sideris n."	"sīdus sīderis n."	"star"	"star, constellation"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#sidus"	"515"
"iudex iudicis m."	"iūdex iūdicis m."	"judge; juror"	"judge; juror"	"2.7"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#iudex"	"515"
"oratio orationis f."	"ōrātiō ōrātiōnis f."	"oration, speech"	"oration, speech"	"2.4"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#oratio"	"515"
"sententia sententiae f."	"sententia sententiae f."	"opinion"	"thought, feeling; opinion; judicial opinion, verdict"	"1.12"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#sententia"	"515"
"memoria memoriae f."	"memoria memoriae f."	"memory"	"memory"	"1.2"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#memoria"	"515"
"adduco adducere adduxi adductus"	"addūcō adducere addūxī adductus"	"to lead to, induce"	"to lead up/to/away; bring up/to; persuade, induce; lead, bring; contract, tighten"	"1.5"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#adduco"	"515"
"acer acris acre"	"ācer ācris ācre"	"sharp, piercing"	"sharp, keen; fierce"	"1.7"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#acer"	"515"
"confero conferre contuli collatus"	"cōnferō cōnferre cōntulī cōllātus"	"to collect, transfer, move"	"to bring together, collect; transfer, move; compare; direct; confer (on)"	"1.6"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#confero"	"515"
"timor timoris m."	"timor timōris m."	"fear"	"fear"	"1.11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#timor"	"524"
"accedo accedere accessi accessum"	"accēdō accēdere accessī accessum"	"to approach, be added, be included"	"to go or come to, approach; be added, be included; happen; be an additional factor (esp. impersonal + quod or ut)"	"1.10"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#accedo"	"524"
"adhuc"	"adhūc"	"thus far, to this point, still"	"thus far, till now, to this point; hitherto; yet, as yet; still; besides"	"1.2"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#adhūc"	"524"
"ingenium ingenii n."	"ingenium ingeniī n."	"disposition, ability"	"ability, talent; disposition"	"1.8"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ingenium"	"524"
"memini meminisse"	"meminī meminisse"	"to remember, recollect"	"to remember, be mindful (of)"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#memini"	"528"
"plenus –a –um"	"plēnus –a –um"	"full"	"full, plump; satisfied"	"1.9"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#plenus"	"528"
"ecce"	"ecce"	"behold!"	"lo! behold! look!"	"2.10"	"1"	"Interjection"	"Logeion"	"http://logeion.uchicago.edu/index.html#ecce"	"528"
"iuvo iuvare iuvi iutus"	"iuvō iuvāre iūvī iūtus"	"to help; please"	"to help, assist, aid, support, serve, further; please, delight, gratify"	"1.11"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#iuvo"	"532"
"erro errare erravi erratum"	"errō errāre errāvi errātum"	"to wander, err"	"to wander; err, make a mistake"	"1.9"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#erro"	"533"
"incipio incipere incepi inceptus"	"incipiō incipere incēpī inceptus"	"to begin"	"to take on, begin"	"1.8"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#incipio"	"533"
"quoniam"	"quoniam"	"since"	"since, because"	"1.10"	"1"	"Conjunction"	"Logeion"	"http://logeion.uchicago.edu/index.html#quoniam"	"533"
"laudo laudare laudavi laudatus"	"laudō laudāre laudāvī laudātus"	"to praise"	"to praise"	"1.2"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#laudo"	"536"
"forte"	"forte"	"by chance"	"by chance"	"1.14"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#forte"	"536"
"sicut or sicuti"	"sīcut or sīcutī"	"just as"	"as, just as; like; in same way; as if; as it certainly is; as it were"	"1.10"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sicut"	"536"
"umquam"	"umquam"	"ever"	"ever"	"1.3"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#umquam"	"536"
"saevus –a –um"	"saevus –a –um"	"savage"	"cruel, savage"	"1.8"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#saevus"	"536"
"laus laudis f."	"laus laudis f."	"praise, glory"	"praise, approval, merit; glory; renown"	"1.13"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#laus"	"541"
"muto mutare mutavi mutatus"	"mūtō mūtāre mūtāvī mūtātus"	"to change"	"to change; take in exchange, give in exchange"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#muto"	"541"
"impono imponere imposui impositus"	"impōnō impōnere impōsuī impōsitus"	"to put on, impose"	"to impose, put upon; establish; inflict; assign/place in command; set"	"1.12"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#impono"	"541"
"reperio reperire repperi repertus"	"reperiō reperīre repperī repertus"	"to find out"	"to discover, learn; light on; find/obtain/get; find out/to be, get to know; invent"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#reperio"	"541"
"sustineo sustinere sustinui sustentus"	"sustineō sustinēre sustinuī sustentus"	"to sustain, be able to, endure"	"to support; check; put off; put up with, endure, sustain; hold back; be able to"	"1.13"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#sustineo"	"545"
"sermo sermonis m."	"sermō sermōnis m."	"conversation"	"conversation, discussion; rumor; diction; speech; talk; the word"	"1.13"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#sermo"	"545"
"sive"	"sīve"	"whether; or if"	"or if; or; [sive ... sive => whether ... or]"	"1.11"	"1"	"Conjunction"	"Logeion"	"http://logeion.uchicago.edu/index.html#sīve"	"545"
"misceo miscere miscui mixtus"	"misceō miscēre miscuī mixtus"	"to mix, mingle"	"to mix; mingle (the object with which is in dat., or in abl. alone, or w. prep.); unite; multiply; assemble, flock together; confuse, disturb, confound, agitate; scatter"	"1.3"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#misceo"	"548"
"ara arae f."	"āra ārae f."	"altar"	"altar"	"1.9"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ara"	"548"
"dignus –a –um"	"dīgnus –a –um"	"worthy"	"worthy (of) (+ abl.)"	"1.13"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#dignus"	"548"
"latus lateris n."	"latus latēris n."	"side, flank, strength"	"side, flank, strength"	"1.15"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#latus"	"552"
"cano canere cecini cantus"	"canō canere cecinī cantus"	"to sing"	"to sing (of)"	"2.4"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#cano"	"552"
"pello pellere pepuli pulsus"	"pellō pellere pepulī pulsus"	"to strike"	"to push, drive (off)"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pello"	"552"
"iterum"	"iterum"	"again"	"again; a second time; for the second time"	"1.15"	"1"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#iterum"	"552"
"posterus –a –um"	"posterus –a –um"	"next"	"coming after, following, next; in pl. descendants, posterity, the future"	"1.7"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#posterus"	"556"
"conor conari conatus sum"	"cōnor cōnārī cōnātus sum"	"to try, attempt"	"to try, attempt"	"1.5"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#conor"	"558"
"surgo surgere surrexi surrectus"	"surgō surgere surrēxī surrēctus"	"to rise"	"to rise, lift; grow"	"1.7"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#surgo"	"558"
"liber libri m."	"liber librī m."	"book"	"book"	"1.15"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#liber"	"558"
"quicumque quaecumque quodcumque"	"quīcumque quaecumque quodcumque"	"whoever"	"whoever, whatever"	"1.5"	"1"	"Pronoun"	"Logeion"	"http://logeion.uchicago.edu/index.html#quicumque"	"558"
"condo condere condidi conditus"	"condō condere condidī conditus"	"to build, store up, place"	"to put/insert (into); store up/put away, preserve, bottle (wine); bury/inter; sink; build/found, make; shut (eyes); conceal/hide/keep safe; put together, compose; restore; sheathe (sword); plunge/bury (weapon in enemy); put out of sight"	"1.14"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#condo"	"563"
